File path                                          | mode  | owner      | group      | error     |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_hp-compaq-health.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/tomcat.d/metrics.yaml    | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/system-probe.yaml               | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/co-re/btf/minimized-btfs.tar.xz | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_cisco-voice.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/netgear-readynas.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/solr.d/metrics.yaml      | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/logdebug-test.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/checkpoint.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-3850.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/co-re/usm-debug.o | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/usm.o | -rw-r--r-- | root       | root       |           |
/var/log/datadog/jmxfetch.log                      | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/redisdb.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_generic-router-bgp4.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco_icm.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/eaton-epdu.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/runtime-security-fentry.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_arista-metadata.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/arista.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/aruba-access-point.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/brocade-fc-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/western-digital-mycloud-ex2-ultra.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/elastic.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/ntp.d/conf.yaml.default  | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/riak.d/auto_conf.yaml    | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_fortinet-fortigate-vpn-tunnel.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/kyocera-printer.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/nec-univerge.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/pf-sense.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/hazelcast.d/metrics.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/avaya-media-gateway.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/juniper-ex.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/linksys.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/alcatel-lucent-omni-access-wlc.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_dell-rac.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/fortinet.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/isilon.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/opengear-console-manager.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_aruba-base.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/apc-netbotz.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/arista-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-ucs.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/kyototycoon.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/var/run/sysprobe/sysprobe.sock                    | Srwx-w---- | _rpc       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/netgear-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/silverpeak-edgeconnect.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/co-re/usm.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/external_dns.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_generic-router-ip.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dlink.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/sinetica-eagle-i.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/shared-libraries.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-firepower-asa.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dell-sonicwall.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/nvidia-mellanox-switchx.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/aruba-switch.yaml | -rw-r--r-- | root       | root       |           |
/var/log/datadog/trace-agent.log                   | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/kube_controller_manager.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/avocent-acs.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/riverbed-interceptor.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/zyxel-switch.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/dns-debug.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/sonarqube.d/metrics.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/orchestrator_pod.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/docker.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/load.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/memory.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_generic-ospf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/aruba-cx-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/avaya-aura-media-server.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/avtech-roomalert-32s.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/container_lifecycle.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/meraki-cloud-controller.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_arista.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/hp-icf-switch.yaml | -rw-r--r-- | root       | root       |           |
/var/log/datadog/dogstatsd_info                    |       |            |            | could not stat file /var/log/datadog/dogstatsd_info: stat /var/log/datadog/dogstatsd_info: no such file or directory|
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_cisco-ipsec-flow-monitor.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/avtech-roomalert-3s.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-ironport-email.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco_uc_virtual_machine.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dell-poweredge.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/hp-h3c-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/rabbitmq.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d                          | drwxr-xr-x | root       | root       |           |
/etc/datadog-agent/conf.d/container_image.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_juniper-scu.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dell-os10.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/co-re/tracer-fentry-debug.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/ecs_fargate.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/ibm-datapower-gateway.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/ruckus-wap.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/co-re/conntrack-debug.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/aruba-mobility-controller.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/avaya-nortel-ethernet-routing-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/jboss_wildfly.d/metrics.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/network.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/alcatel-lucent-ind.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dell.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dialogic-media-gateway.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/dlink-dgs-switch.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/huawei-switches.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/datadog.yaml                    | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/run/secret-audit-file.json      |       |            |            | could not stat file /opt/datadog-agent/run/secret-audit-file.json: stat /opt/datadog-agent/run/secret-audit-file.json: no such file or directory|
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_apc.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_intel-lan-adapters.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-ise.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/ibm-lenovo-server.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/couchbase.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/file_handle.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/orchestrator_ecs.d/conf.yaml.default | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/3com.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_generic-bgp4.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_hp-driver-stats.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/apc.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/brother-net-printer.yaml | -rw-r--r-- | root       | root       |           |
/var/log/datadog/system-probe.log                  | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/huawei.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/riverbed-steelhead.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/generic-ups.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/kube_dns.d/auto_conf.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/_cisco-generic.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-firepower.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco-nexus.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/gigamon.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/infinera-coriant-groove.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/palo-alto-cloudgenix.yaml | -rw-r--r-- | root       | root       |           |
/opt/datadog-agent/embedded/share/system-probe/ebpf/co-re/tracer.o | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/vertiv-watchdog.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/ruckus.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/cisco_isr_4431.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/snmp.d/default_profiles/netgear-access-point.yaml | -rw-r--r-- | root       | root       |           |
/etc/datadog-agent/conf.d/kafka.d/metrics.yaml     | -rw-r--r-- | root       | root       |           |
